,DistCode,District,Subdivision,PersonName,Gender,Age,WorkerType,RegisteredYesNo,Registered2017,Registered2016
2260,BR,Purba Bardhaman,Memari,RYJZo,Male,32,Other,No,No,No
2261,BR,Purba Bardhaman,Memari,LSBr,Female,20,Other,Yes,Yes,Yes
2262,BR,Purba Bardhaman,Memari,aVfH,Male,49,Other,Yes,No,No
2263,BR,Purba Bardhaman,Memari,ZJzti,Female,22,Other,No,Yes,Yes
2264,BR,Purba Bardhaman,Memari,TpGiE,Male,25,Transport,No,Yes,Yes
2265,BR,Purba Bardhaman,Memari,uRTQM,Male,63,Other,No,No,No
2266,BR,Purba Bardhaman,Memari,hdaW,Female,25,Other,No,No,No
2267,BR,Purba Bardhaman,Memari,PbtZWV,Female,39,Transport,Yes,Yes,Yes
2268,BR,Purba Bardhaman,Memari,TlmHhU,Male,34,Construction,Yes,No,No
2269,BR,Purba Bardhaman,Memari,wXULsp,Female,35,Construction,Yes,Yes,Yes
2270,BR,Purba Bardhaman,Memari,NQYG,Female,31,Other,Yes,Yes,Yes
2271,BR,Purba Bardhaman,Memari,sWoHE,Female,31,Transport,Yes,Yes,Yes
2272,BR,Purba Bardhaman,Memari,HopTD,Female,38,Other,No,No,No
2273,BR,Purba Bardhaman,Memari,PPlem,Female,53,Construction,Yes,Yes,No
2274,BR,Purba Bardhaman,Memari,YBAzc,Male,24,Other,No,No,No
2275,BR,Purba Bardhaman,Memari,QRhCbM,Male,51,Other,No,No,No
2276,BR,Purba Bardhaman,Memari,vynZC,Female,42,Other,No,No,No
2277,BR,Purba Bardhaman,Memari,SsGeA,Male,37,Other,No,No,No
2278,BR,Purba Bardhaman,Memari,duEED,Male,40,Construction,Yes,Yes,Yes
2279,BR,Purba Bardhaman,Memari,iozO,Male,34,Construction,Yes,Yes,Yes
2280,BR,Purba Bardhaman,Memari,AKpgDl,Male,38,Other,Yes,No,No
2281,BR,Purba Bardhaman,Memari,cejjj,Female,33,Transport,Yes,Yes,Yes
2282,BR,Purba Bardhaman,Memari,LbpGYd,Male,35,Other,Yes,Yes,Yes
2283,BR,Purba Bardhaman,Memari,Awdy,Female,20,Construction,Yes,Yes,No
2284,BR,Purba Bardhaman,Memari,EnSuT,Male,38,Other,No,No,No
2285,BR,Purba Bardhaman,Memari,yPhjcG,Male,46,Construction,No,No,No
2286,BR,Purba Bardhaman,Memari,lSgH,Female,39,Transport,Yes,Yes,Yes
2287,BR,Purba Bardhaman,Memari,iJSpp,Female,37,Construction,Yes,No,No
2288,BR,Purba Bardhaman,Memari,xXMwF,Female,43,Transport,Yes,Yes,Yes
2289,BR,Purba Bardhaman,Memari,ZJCOzp,Male,34,Construction,No,No,No
2290,BR,Purba Bardhaman,Memari,GjlaYF,Male,49,Other,No,No,No
2291,BR,Purba Bardhaman,Memari,KiEgW,Male,59,Other,Yes,Yes,Yes
2292,BR,Purba Bardhaman,Memari,VHeyEK,Male,28,Other,Yes,No,No
2293,BR,Purba Bardhaman,Memari,nklG,Male,40,Other,No,Yes,Yes
2294,BR,Purba Bardhaman,Memari,LoSuGr,Female,41,Other,No,No,No
2295,BR,Purba Bardhaman,Memari,KhuLR,Female,39,Construction,Yes,No,No
2296,BR,Purba Bardhaman,Memari,PdwMTt,Male,34,Other,Yes,No,No
2297,BR,Purba Bardhaman,Memari,NOYm,Female,51,Transport,Yes,Yes,No
2298,BR,Purba Bardhaman,Memari,ZySkw,Male,62,Other,No,No,No
2299,BR,Purba Bardhaman,Memari,suIgZy,Male,30,Other,Yes,Yes,Yes
2300,BR,Purba Bardhaman,Memari,bJBw,Female,51,Other,Yes,Yes,Yes
2301,BR,Purba Bardhaman,Memari,NAmPG,Male,39,Other,Yes,Yes,Yes
2302,BR,Purba Bardhaman,Memari,SUuQj,Female,40,Other,No,No,No
2303,BR,Purba Bardhaman,Memari,BNeQ,Female,47,Other,No,No,Yes
2304,BR,Purba Bardhaman,Memari,NWptrO,Male,34,Other,Yes,Yes,Yes
2305,BR,Purba Bardhaman,Memari,dwEWf,Male,53,Construction,Yes,Yes,Yes
2306,BR,Purba Bardhaman,Memari,mhTXz,Female,25,Other,Yes,Yes,Yes
2307,BR,Purba Bardhaman,Memari,OUoUbN,Female,31,Construction,Yes,Yes,Yes
2308,BR,Purba Bardhaman,Memari,qmPTH,Male,31,Other,Yes,Yes,Yes
2309,BR,Purba Bardhaman,Memari,Katf,Female,30,Construction,Yes,No,No
2310,BR,Purba Bardhaman,Memari,VGoaNB,Male,51,Transport,Yes,No,No
2311,BR,Purba Bardhaman,Memari,LqcHH,Male,45,Transport,Yes,Yes,No
2312,BR,Purba Bardhaman,Memari,umWk,Female,39,Transport,Yes,Yes,Yes
2313,BR,Purba Bardhaman,Memari,keoN,Female,35,Construction,Yes,Yes,Yes
2314,BR,Purba Bardhaman,Memari,yjMsFw,Female,34,Other,Yes,Yes,Yes
2315,BR,Purba Bardhaman,Memari,JXOit,Male,50,Transport,Yes,Yes,Yes
2316,BR,Purba Bardhaman,Memari,ZPfdU,Female,31,Transport,Yes,Yes,Yes
2317,BR,Purba Bardhaman,Memari,Qrbg,Female,25,Transport,Yes,Yes,Yes
2318,BR,Purba Bardhaman,Memari,nqAlXn,Male,55,Other,Yes,No,No
2319,BR,Purba Bardhaman,Memari,fwDB,Female,59,Construction,No,Yes,No
2320,BR,Purba Bardhaman,Memari,ssZgkL,Female,37,Transport,Yes,Yes,Yes
2321,BR,Purba Bardhaman,Memari,npzpDs,Male,33,Other,No,No,No
2322,BR,Purba Bardhaman,Memari,SZLVUW,Female,31,Construction,Yes,Yes,Yes
2323,BR,Purba Bardhaman,Memari,WVaz,Male,29,Other,Yes,Yes,Yes
2324,BR,Purba Bardhaman,Memari,yihUvd,Male,21,Transport,No,No,No
2325,BR,Purba Bardhaman,Memari,MQwCKA,Female,50,Other,Yes,Yes,No
2326,BR,Purba Bardhaman,Memari,BTIZ,Female,29,Other,Yes,Yes,Yes
2327,BR,Purba Bardhaman,Memari,EGGQsl,Male,25,Construction,Yes,No,No
2328,BR,Purba Bardhaman,Memari,CchC,Female,26,Other,Yes,Yes,Yes
2329,BR,Purba Bardhaman,Memari,lEEM,Female,48,Other,Yes,Yes,Yes
2330,BR,Purba Bardhaman,Memari,FhUvCL,Male,46,Transport,Yes,Yes,No
2331,BR,Purba Bardhaman,Memari,XhjkdI,Male,27,Other,Yes,Yes,Yes
2332,BR,Purba Bardhaman,Memari,cHRzz,Male,43,Transport,Yes,No,No
2333,BR,Purba Bardhaman,Memari,RAkMST,Male,42,Other,No,No,No
2334,BR,Purba Bardhaman,Memari,zIwTLV,Female,34,Construction,Yes,No,No
2335,BR,Purba Bardhaman,Memari,TeTh,Female,47,Transport,Yes,Yes,Yes
2336,BR,Purba Bardhaman,Memari,yuofyg,Male,27,Other,Yes,Yes,No
2337,BR,Purba Bardhaman,Memari,SHJbd,Female,23,Construction,No,No,No
2338,BR,Purba Bardhaman,Memari,WAYRhM,Female,34,Other,Yes,No,No
2339,BR,Purba Bardhaman,Memari,ZcimE,Male,36,Transport,Yes,Yes,Yes
2340,BR,Purba Bardhaman,Memari,SGgTb,Female,53,Transport,Yes,Yes,No
2341,BR,Purba Bardhaman,Memari,ooDorE,Male,43,Other,Yes,Yes,Yes
2342,BR,Purba Bardhaman,Memari,ckbkk,Female,34,Other,Yes,Yes,Yes
2343,BR,Purba Bardhaman,Memari,PQXAyV,Female,39,Construction,Yes,No,No
2344,BR,Purba Bardhaman,Memari,fjVA,Male,21,Other,No,Yes,Yes
2345,BR,Purba Bardhaman,Memari,lFFE,Female,36,Construction,Yes,Yes,Yes
2346,BR,Purba Bardhaman,Memari,TLSzrQ,Female,27,Transport,Yes,No,Yes
2347,BR,Purba Bardhaman,Memari,aCCqSk,Male,32,Transport,Yes,No,No
2348,BR,Purba Bardhaman,Memari,lHxQ,Male,38,Other,No,No,No
2349,BR,Purba Bardhaman,Memari,oGowc,Male,53,Transport,Yes,Yes,No
2350,BR,Purba Bardhaman,Memari,EqRbQ,Female,22,Transport,Yes,Yes,Yes
2351,BR,Purba Bardhaman,Memari,xdfeHc,Female,31,Other,Yes,No,No
2352,BR,Purba Bardhaman,Memari,kIvwg,Male,40,Other,Yes,Yes,Yes
2353,BR,Purba Bardhaman,Memari,wURLw,Male,35,Other,Yes,No,No
2354,BR,Purba Bardhaman,Memari,RDzGth,Male,51,Other,Yes,Yes,Yes
2355,BR,Purba Bardhaman,Memari,iBkYx,Female,53,Construction,Yes,Yes,Yes
2356,BR,Purba Bardhaman,Memari,FhuI,Male,50,Other,No,No,No
2357,BR,Purba Bardhaman,Memari,coXA,Male,20,Transport,Yes,Yes,No
2358,BR,Purba Bardhaman,Memari,oiunYN,Male,31,Construction,Yes,No,No
2359,BR,Purba Bardhaman,Memari,oYuPY,Female,22,Construction,No,No,No
2360,BR,Purba Bardhaman,Memari,XyOw,Male,40,Construction,Yes,Yes,Yes
2361,BR,Purba Bardhaman,Memari,bPSfc,Male,31,Other,Yes,Yes,Yes
2362,BR,Purba Bardhaman,Memari,wtugN,Female,36,Transport,Yes,Yes,Yes
2363,BR,Purba Bardhaman,Memari,MszvJ,Male,35,Construction,Yes,Yes,No
2364,BR,Purba Bardhaman,Memari,sSCL,Female,23,Other,No,No,No
2365,BR,Purba Bardhaman,Memari,oBJG,Female,52,Other,Yes,No,No
2366,BR,Purba Bardhaman,Memari,AJGEYO,Male,50,Construction,Yes,Yes,Yes
2367,BR,Purba Bardhaman,Memari,hkHKsr,Male,25,Other,Yes,No,No
2368,BR,Purba Bardhaman,Memari,SeeHY,Female,53,Other,Yes,No,No
2369,BR,Purba Bardhaman,Memari,jOiFYX,Female,43,Other,No,No,No
2370,BR,Purba Bardhaman,Memari,kPeAk,Male,39,Construction,Yes,No,No
2371,BR,Purba Bardhaman,Memari,pAdb,Male,63,Transport,Yes,Yes,Yes
2372,BR,Purba Bardhaman,Memari,RsVoK,Female,29,Other,No,No,Yes
2373,BR,Purba Bardhaman,Memari,OzZy,Female,61,Other,Yes,No,No
2374,BR,Purba Bardhaman,Memari,xAol,Female,50,Other,Yes,No,No
2375,BR,Purba Bardhaman,Memari,eiNaIs,Male,39,Transport,Yes,No,Yes
2376,BR,Purba Bardhaman,Memari,nQSo,Female,30,Other,Yes,No,No
2377,BR,Purba Bardhaman,Memari,ihOg,Male,41,Other,No,No,No
2378,BR,Purba Bardhaman,Memari,rTfcco,Male,57,Other,No,No,No
2379,BR,Purba Bardhaman,Memari,DGISg,Female,36,Construction,No,No,No
2380,BR,Purba Bardhaman,Memari,ZyLaBs,Female,26,Other,Yes,Yes,Yes
2381,BR,Purba Bardhaman,Memari,ObUWo,Female,45,Other,Yes,Yes,No
2382,BR,Purba Bardhaman,Memari,reQV,Male,43,Other,No,No,No
2383,BR,Purba Bardhaman,Memari,Vvuu,Female,25,Other,Yes,Yes,Yes
2384,BR,Purba Bardhaman,Memari,gHVhyf,Female,31,Other,Yes,No,No
2385,BR,Purba Bardhaman,Memari,CySLT,Female,50,Other,No,No,No
2386,BR,Purba Bardhaman,Memari,vhjQl,Female,50,Other,Yes,Yes,Yes
2387,BR,Purba Bardhaman,Memari,XJrBjP,Female,58,Other,Yes,Yes,Yes
2388,BR,Purba Bardhaman,Memari,JzvUc,Male,41,Other,Yes,Yes,Yes
2389,BR,Purba Bardhaman,Memari,XEnAil,Male,53,Other,Yes,Yes,Yes
2390,BR,Purba Bardhaman,Memari,VRQTI,Female,54,Other,Yes,Yes,Yes
2391,BR,Purba Bardhaman,Memari,XajqV,Female,49,Transport,Yes,Yes,Yes
2392,BR,Purba Bardhaman,Memari,WqEilA,Male,49,Other,No,No,No
2393,BR,Purba Bardhaman,Memari,YtRtk,Male,41,Transport,Yes,Yes,No
2394,BR,Purba Bardhaman,Memari,NtCQjd,Male,43,Transport,Yes,Yes,Yes
2395,BR,Purba Bardhaman,Memari,gNXwGn,Female,30,Other,Yes,No,No
2396,BR,Purba Bardhaman,Memari,TmcpdY,Female,48,Transport,Yes,Yes,No
2397,BR,Purba Bardhaman,Memari,hfdg,Female,33,Other,Yes,No,No
2398,BR,Purba Bardhaman,Memari,rrEI,Male,26,Transport,Yes,Yes,Yes
2399,BR,Purba Bardhaman,Memari,RpgZzz,Male,36,Construction,Yes,Yes,Yes
2400,BR,Purba Bardhaman,Memari,QSIzF,Male,43,Construction,Yes,No,No
2401,BR,Purba Bardhaman,Memari,vmTL,Male,55,Other,Yes,Yes,Yes
2402,BR,Purba Bardhaman,Memari,ghQdb,Male,50,Other,Yes,Yes,Yes
2403,BR,Purba Bardhaman,Memari,ujDT,Female,47,Construction,Yes,Yes,Yes
2404,BR,Purba Bardhaman,Memari,aAZb,Female,39,Other,No,No,No
2405,BR,Purba Bardhaman,Memari,PZwZdj,Male,48,Other,Yes,Yes,Yes
2406,BR,Purba Bardhaman,Memari,lKeh,Male,28,Transport,Yes,Yes,Yes
2407,BR,Purba Bardhaman,Memari,YPFY,Male,26,Transport,Yes,Yes,Yes
2408,BR,Purba Bardhaman,Memari,GAVol,Male,63,Other,Yes,Yes,Yes
2409,BR,Purba Bardhaman,Memari,vErwHY,Female,26,Other,Yes,Yes,No
2410,BR,Purba Bardhaman,Memari,DaEpQ,Female,37,Other,Yes,Yes,Yes
2411,BR,Purba Bardhaman,Memari,CcStNk,Female,38,Construction,No,No,No
2412,BR,Purba Bardhaman,Memari,OTlU,Male,35,Other,Yes,No,No
2413,BR,Purba Bardhaman,Memari,htgd,Female,39,Other,Yes,Yes,Yes
2414,BR,Purba Bardhaman,Memari,JQPM,Male,25,Other,Yes,Yes,Yes
2415,BR,Purba Bardhaman,Memari,mItIQ,Male,33,Other,Yes,Yes,Yes
2416,BR,Purba Bardhaman,Memari,fGednu,Female,28,Other,Yes,Yes,Yes
2417,BR,Purba Bardhaman,Memari,MNQdc,Male,40,Other,Yes,Yes,Yes
2418,BR,Purba Bardhaman,Memari,Lqqg,Male,28,Transport,Yes,No,No
2419,BR,Purba Bardhaman,Memari,NomlXv,Male,60,Other,No,No,No
2420,BR,Purba Bardhaman,Memari,UJZU,Female,49,Construction,No,No,No
2421,BR,Purba Bardhaman,Memari,Ncdl,Female,37,Construction,Yes,Yes,Yes
2422,BR,Purba Bardhaman,Memari,TzUhT,Male,25,Other,No,No,No
2423,BR,Purba Bardhaman,Memari,Aavxi,Female,51,Transport,No,No,No
2424,BR,Purba Bardhaman,Memari,hQhGNC,Male,57,Construction,Yes,Yes,Yes
2425,BR,Purba Bardhaman,Memari,ZINpaP,Female,42,Other,Yes,Yes,Yes
2426,BR,Purba Bardhaman,Memari,dgHJ,Female,26,Other,Yes,No,No
2427,BR,Purba Bardhaman,Memari,LQho,Male,55,Other,Yes,No,No
2428,BR,Purba Bardhaman,Memari,rTHxg,Female,26,Transport,Yes,Yes,Yes
2429,BR,Purba Bardhaman,Memari,UQtLXs,Female,28,Transport,Yes,Yes,No
2430,BR,Purba Bardhaman,Memari,MAQKn,Female,32,Construction,Yes,Yes,Yes
2431,BR,Purba Bardhaman,Memari,HAMAl,Female,31,Other,Yes,No,No
2432,BR,Purba Bardhaman,Memari,dEvPc,Female,30,Other,No,No,No
2433,BR,Purba Bardhaman,Memari,dlZrvT,Male,43,Construction,Yes,Yes,Yes
2434,BR,Purba Bardhaman,Memari,EbCaW,Female,59,Transport,Yes,Yes,Yes
2435,BR,Purba Bardhaman,Memari,bYqTu,Female,50,Other,Yes,Yes,Yes
2436,BR,Purba Bardhaman,Memari,avCvs,Male,32,Other,Yes,No,No
2437,BR,Purba Bardhaman,Memari,rNDEgO,Female,31,Other,Yes,Yes,Yes
2438,BR,Purba Bardhaman,Memari,JoxZPo,Female,42,Other,No,No,No
2439,BI,Birbhum,Suri Sadar,wROE,Male,52,Other,No,No,No
2440,BI,Birbhum,Suri Sadar,yKxVc,Male,29,Other,No,No,No
2441,BI,Birbhum,Suri Sadar,XKPPqx,Male,51,Construction,No,No,No
2442,BI,Birbhum,Suri Sadar,tLqkW,Male,33,Other,Yes,No,No
2443,BI,Birbhum,Suri Sadar,HMWch,Female,41,Transport,No,No,No
2444,BI,Birbhum,Suri Sadar,jmHXCn,Female,61,Construction,No,No,No
2445,BI,Birbhum,Suri Sadar,ANaOqy,Female,43,Other,Yes,Yes,Yes
2446,BI,Birbhum,Suri Sadar,JUCyR,Male,27,Construction,Yes,Yes,Yes
2447,BI,Birbhum,Suri Sadar,MMNZMg,Female,59,Other,Yes,Yes,No
2448,BI,Birbhum,Suri Sadar,aJJYT,Male,29,Other,No,No,No
2449,BI,Birbhum,Suri Sadar,mVgV,Female,22,Other,Yes,No,No
2450,BI,Birbhum,Suri Sadar,cNkbGZ,Male,28,Other,Yes,No,No
2451,BI,Birbhum,Suri Sadar,qony,Male,32,Transport,Yes,Yes,Yes
2452,BI,Birbhum,Suri Sadar,bxXL,Female,25,Other,Yes,No,No
2453,BI,Birbhum,Suri Sadar,wBmp,Female,29,Other,No,No,No
2454,BI,Birbhum,Suri Sadar,mkAY,Female,29,Other,Yes,Yes,Yes
2455,BI,Birbhum,Suri Sadar,ZPmi,Female,41,Construction,Yes,No,No
2456,BI,Birbhum,Suri Sadar,Ymxpsm,Female,33,Construction,Yes,Yes,Yes
2457,BI,Birbhum,Suri Sadar,nlSGoQ,Female,27,Other,No,No,No
2458,BI,Birbhum,Suri Sadar,DoFYJ,Male,30,Other,No,No,No
2459,BI,Birbhum,Suri Sadar,HRKEqP,Male,47,Other,No,Yes,Yes
2460,BI,Birbhum,Suri Sadar,ymXSs,Female,27,Other,No,No,No
2461,BI,Birbhum,Suri Sadar,fUFj,Male,28,Other,Yes,Yes,Yes
2462,BI,Birbhum,Suri Sadar,zWvw,Female,44,Other,No,No,No
2463,BI,Birbhum,Suri Sadar,kQyatj,Male,54,Construction,Yes,Yes,Yes
2464,BI,Birbhum,Suri Sadar,XNoX,Female,61,Transport,Yes,No,No
2465,BI,Birbhum,Suri Sadar,sKsyR,Female,44,Other,No,No,No
2466,BI,Birbhum,Suri Sadar,QNIbOB,Female,47,Construction,Yes,Yes,No
2467,BI,Birbhum,Suri Sadar,QyAG,Female,20,Other,No,No,No
2468,BI,Birbhum,Suri Sadar,uVQD,Female,44,Transport,Yes,Yes,Yes
2469,BI,Birbhum,Suri Sadar,BdfRbR,Male,36,Other,Yes,Yes,Yes
2470,BI,Birbhum,Suri Sadar,HtyiC,Female,34,Construction,No,Yes,Yes
2471,BI,Birbhum,Suri Sadar,YNIwG,Female,42,Transport,Yes,Yes,No
2472,BI,Birbhum,Suri Sadar,qUtihE,Male,47,Other,No,No,No
2473,BI,Birbhum,Suri Sadar,XbHZvZ,Male,32,Construction,Yes,Yes,No
2474,BI,Birbhum,Suri Sadar,BYCWP,Male,24,Other,No,No,No
2475,BI,Birbhum,Suri Sadar,tUuVT,Male,32,Transport,Yes,Yes,Yes
2476,BI,Birbhum,Suri Sadar,RbUQ,Male,57,Other,No,No,No
2477,BI,Birbhum,Suri Sadar,iTOyxq,Female,46,Transport,No,No,No
2478,BI,Birbhum,Suri Sadar,aHrtQm,Male,27,Transport,Yes,Yes,Yes
2479,BI,Birbhum,Suri Sadar,MTaH,Female,22,Other,Yes,Yes,Yes
2480,BI,Birbhum,Suri Sadar,gVEG,Female,59,Construction,No,No,No
2481,BI,Birbhum,Suri Sadar,MoEek,Female,50,Other,Yes,No,No
2482,BI,Birbhum,Suri Sadar,JyDp,Female,45,Other,Yes,Yes,Yes
2483,BI,Birbhum,Suri Sadar,PRVrnL,Female,39,Other,Yes,No,No
2484,BI,Birbhum,Suri Sadar,smNu,Female,27,Other,Yes,Yes,Yes
2485,BI,Birbhum,Suri Sadar,PuHlL,Male,26,Other,No,No,No
2486,BI,Birbhum,Suri Sadar,htgsS,Male,59,Transport,No,No,No
2487,BI,Birbhum,Suri Sadar,IbZs,Male,34,Other,No,No,No
2488,BI,Birbhum,Suri Sadar,vXBYj,Female,43,Other,No,No,No
2489,BI,Birbhum,Suri Sadar,YNGd,Female,30,Other,Yes,No,No
2490,BI,Birbhum,Suri Sadar,BnGIg,Female,28,Construction,Yes,No,No
2491,BI,Birbhum,Suri Sadar,SQnfRl,Male,29,Other,Yes,No,No
2492,BI,Birbhum,Suri Sadar,uVfzUv,Female,57,Transport,Yes,Yes,Yes
2493,BI,Birbhum,Suri Sadar,JSiygc,Female,30,Transport,No,No,No
2494,BI,Birbhum,Suri Sadar,hmTGpF,Female,36,Transport,No,No,No
2495,BI,Birbhum,Suri Sadar,gjCKGZ,Male,42,Transport,No,No,No
2496,BI,Birbhum,Suri Sadar,ofjds,Female,38,Construction,Yes,Yes,Yes
2497,BI,Birbhum,Suri Sadar,AsHdx,Female,22,Other,No,No,No
2498,BI,Birbhum,Suri Sadar,HMZR,Male,31,Construction,Yes,Yes,Yes
2499,BI,Birbhum,Suri Sadar,mjTZlG,Female,50,Other,No,No,No
2500,BI,Birbhum,Suri Sadar,PiKie,Male,34,Other,No,No,No
2501,BI,Birbhum,Suri Sadar,xnie,Male,42,Other,No,No,No
2502,BI,Birbhum,Suri Sadar,jkYBe,Male,36,Other,No,No,No
2503,BI,Birbhum,Suri Sadar,VyOZ,Female,39,Other,No,No,No
2504,BI,Birbhum,Suri Sadar,ebEZt,Female,57,Other,Yes,Yes,Yes
2505,BI,Birbhum,Suri Sadar,TOnoY,Female,45,Transport,Yes,Yes,Yes
2506,BI,Birbhum,Suri Sadar,MhmLu,Female,33,Other,Yes,No,No
2507,BI,Birbhum,Suri Sadar,vLZzB,Female,39,Construction,Yes,Yes,Yes
2508,BI,Birbhum,Suri Sadar,oDlqL,Female,35,Construction,Yes,No,No
2509,BI,Birbhum,Suri Sadar,pAPy,Male,35,Construction,Yes,Yes,Yes
2510,BI,Birbhum,Suri Sadar,iTpo,Female,41,Transport,Yes,No,No
2511,BI,Birbhum,Suri Sadar,vCIPUb,Female,38,Construction,Yes,No,No
2512,BI,Birbhum,Suri Sadar,pYIZDv,Female,41,Other,Yes,No,No
2513,BI,Birbhum,Suri Sadar,eQar,Female,33,Other,No,No,No
2514,BI,Birbhum,Suri Sadar,sYYBl,Male,34,Other,Yes,Yes,Yes
2515,BI,Birbhum,Suri Sadar,XLGx,Female,37,Other,No,No,No
2516,BI,Birbhum,Suri Sadar,ezXJT,Male,26,Other,Yes,Yes,Yes
2517,BI,Birbhum,Suri Sadar,ELvDF,Female,46,Other,Yes,Yes,No
2518,BI,Birbhum,Suri Sadar,IaYe,Male,38,Other,Yes,Yes,No
2519,BI,Birbhum,Suri Sadar,QhMhN,Male,29,Other,Yes,Yes,Yes
2520,BI,Birbhum,Suri Sadar,gOlMv,Female,41,Construction,Yes,Yes,No
2521,BI,Birbhum,Suri Sadar,sdYygu,Female,24,Other,No,No,No
2522,BI,Birbhum,Suri Sadar,zwpiqy,Male,50,Construction,Yes,No,No
2523,BI,Birbhum,Suri Sadar,uWvIyd,Male,34,Other,Yes,No,No
2524,BI,Birbhum,Suri Sadar,WzToM,Male,38,Transport,No,No,No
2525,BI,Birbhum,Suri Sadar,hiNSK,Male,36,Other,Yes,Yes,No
2526,BI,Birbhum,Suri Sadar,tGLTL,Male,24,Construction,No,No,No
2527,BI,Birbhum,Suri Sadar,tBrcis,Male,35,Other,No,Yes,Yes
2528,BI,Birbhum,Suri Sadar,TnGm,Female,41,Construction,No,No,No
2529,BI,Birbhum,Suri Sadar,KXgrO,Male,52,Construction,Yes,Yes,Yes
2530,BI,Birbhum,Suri Sadar,kkQBR,Male,29,Other,Yes,Yes,Yes
2531,BI,Birbhum,Suri Sadar,QIkeZy,Female,47,Transport,Yes,Yes,No
2532,BI,Birbhum,Suri Sadar,bhSJi,Male,47,Construction,No,No,No
2533,BI,Birbhum,Suri Sadar,KqYnuS,Male,40,Construction,Yes,Yes,Yes
2534,BI,Birbhum,Suri Sadar,kcCGAj,Male,36,Transport,Yes,Yes,No
2535,BI,Birbhum,Suri Sadar,JihDEk,Female,24,Transport,Yes,No,No
2536,BI,Birbhum,Suri Sadar,YCpTT,Male,38,Transport,Yes,No,No
2537,BI,Birbhum,Suri Sadar,LMcXy,Male,57,Other,No,No,No
2538,BI,Birbhum,Suri Sadar,TpzgNi,Male,58,Construction,No,No,No
2539,BI,Birbhum,Suri Sadar,PdPQA,Male,43,Other,No,No,No
2540,BI,Birbhum,Suri Sadar,iuvD,Male,27,Other,No,No,No
2541,BI,Birbhum,Suri Sadar,RZhH,Male,45,Construction,Yes,Yes,Yes
2542,BI,Birbhum,Suri Sadar,hQeBM,Female,37,Other,Yes,Yes,Yes
2543,BI,Birbhum,Suri Sadar,kRXo,Male,25,Other,No,No,No
2544,BI,Birbhum,Suri Sadar,XPLrMg,Female,32,Other,Yes,Yes,Yes
2545,BI,Birbhum,Suri Sadar,zilho,Male,53,Construction,No,No,No
2546,BI,Birbhum,Suri Sadar,ADBy,Male,30,Other,Yes,Yes,Yes
2547,BI,Birbhum,Suri Sadar,WattTc,Female,36,Other,No,Yes,Yes
2548,BI,Birbhum,Suri Sadar,GuoRjh,Female,27,Other,Yes,Yes,Yes
2549,BI,Birbhum,Suri Sadar,cLpkY,Female,37,Other,No,No,No
2550,BI,Birbhum,Suri Sadar,jyOeNy,Female,25,Other,No,No,No
2551,BI,Birbhum,Suri Sadar,kRCArk,Female,48,Other,No,No,No
2552,BI,Birbhum,Suri Sadar,rLdbox,Male,30,Other,Yes,Yes,Yes
2553,BI,Birbhum,Suri Sadar,RSTVu,Male,34,Other,No,No,No
2554,BI,Birbhum,Suri Sadar,rBDB,Male,56,Other,No,No,No
2555,BI,Birbhum,Suri Sadar,Frjl,Male,47,Other,No,No,No
2556,BI,Birbhum,Suri Sadar,qdTV,Female,44,Construction,Yes,No,No
2557,BI,Birbhum,Suri Sadar,hSrIm,Male,35,Other,Yes,Yes,No
2558,BI,Birbhum,Suri Sadar,haWxp,Female,42,Transport,No,No,No
2559,BI,Birbhum,Suri Sadar,YbMrFj,Female,39,Other,Yes,Yes,Yes
2560,BI,Birbhum,Suri Sadar,SEtls,Female,26,Other,No,No,No
2561,BI,Birbhum,Suri Sadar,vEAgWf,Male,58,Construction,No,No,No
2562,BI,Birbhum,Suri Sadar,ifUy,Female,45,Construction,No,No,No
2563,BI,Birbhum,Suri Sadar,CKoB,Female,29,Other,Yes,Yes,Yes
2564,BI,Birbhum,Suri Sadar,CLKkZt,Female,32,Construction,Yes,Yes,Yes
2565,BI,Birbhum,Suri Sadar,BIoXs,Female,42,Transport,Yes,Yes,Yes
2566,BI,Birbhum,Suri Sadar,tyyUo,Male,42,Other,No,No,No
2567,BI,Birbhum,Suri Sadar,qjkm,Male,47,Other,No,No,No
2568,BI,Birbhum,Suri Sadar,bdVx,Male,43,Other,No,No,No
2569,BI,Birbhum,Suri Sadar,eyFf,Female,53,Construction,Yes,Yes,Yes
2570,BI,Birbhum,Suri Sadar,sSjleU,Female,44,Transport,Yes,Yes,Yes
2571,BI,Birbhum,Suri Sadar,oTrB,Male,43,Construction,Yes,Yes,Yes
2572,BI,Birbhum,Suri Sadar,udGx,Female,57,Construction,Yes,Yes,Yes
2573,BI,Birbhum,Suri Sadar,SpNPlg,Male,31,Other,No,No,No
2574,BI,Birbhum,Suri Sadar,rWvam,Female,59,Transport,No,No,No
2575,BI,Birbhum,Suri Sadar,UzWj,Male,45,Transport,No,No,No
2576,BI,Birbhum,Suri Sadar,Jeds,Female,34,Transport,Yes,No,No
2577,BI,Birbhum,Suri Sadar,CfnE,Female,38,Transport,Yes,Yes,No
2578,BI,Birbhum,Suri Sadar,ScSJT,Male,32,Other,Yes,Yes,Yes
2579,BI,Birbhum,Suri Sadar,koiVTP,Male,57,Transport,No,No,No
2580,BI,Birbhum,Suri Sadar,NEGQ,Female,26,Other,No,No,No
